Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
advertising,"Bytes Future - Best Digital Marketing Agency In Riyadh, KSA",+966 582886100,,,,"Prince Turki Bin Abdulaziz Street Alawal, King Abdul Aziz Road, Riyadh, Riyadh Province, Saudi Arabia",Prince Turki Bin Abdulaziz Street Alawal,Riyadh Province,Saudi Arabia,"Bytes Future is the best digital marketing services company in Saudi Arabia. Our company offers online digital marketing services and solutions for all type businesses. We provide an integrated digital marketing solutions for agencies. We are a full service digital marketing agency in Riyadh, Saudi Arabia.",http://bytesfuture.com/,,https://arablocal.com/business/view/bytes-future--best-digital-marketing-agency-in-riyadh-ksa,https://www.facebook.com/Bytes-Future-1585356821724077/,https://www.instagram.com/bytes_future/,https://www.linkedin.com/company/bytes-future,https://twitter.com/bytes_future,https://www.youtube.com/channel/UCSfQ9ZtQAtfSYLVqZtOx8lA
accounting,Open Software Information Technology,+966 112548834,,,,"Eastern Ring Branch Road, Ar Rayyan Dist., Riyadh, Ar Rayyan Dist., Riyadh, Riyadh Province, Saudi Arabia",Eastern Ring Branch Road,Riyadh Province,Saudi Arabia,Open Software Information Technology,,,https://arablocal.com/business/view/open-software-information-technology,,,,,
accessory,Alhuraibi Trading Est Branch,+966 6492622,,,,"P.O. Box: 18919 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18919,Makkah Province,Saudi Arabia,"AL-HURAIBI TRADING EST. (BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alhuraibi-trading-est-branch,,,,,
accessory,Almamal Trading Est,+966 6892140,,,,"P.O. Box: 3067 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 3067,Makkah Province,Saudi Arabia,"AL-MAMAL TRADG. EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/almamal-trading-est,,,,,
accounting,Abdul Majeed Al Mahandes Accounting Office,,,,,"P.O.Box : 524, Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",P.O.Box : 524,Makkah Province,Saudi Arabia,"ABDUL MAJEED AL MAHANDES ACCOUNTING OFFICE is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/abdul-majeed-al-mahandes-accounting-office,,,,,
advertising,Ahmed Al-Mousa Eng. Consultants,+966 138488844,,,,"Bin Kholdoun Dist., Dammam, Bin Kholdoun Dist., Dammam, Eastern Province, Saudi Arabia",Bin Kholdoun Dist.,Eastern Province,Saudi Arabia,Ahmed Al-Mousa Eng. Consultants,,,https://arablocal.com/business/view/ahmed-al-mousa-eng-consultants,,,,,
advertising,Al Fawazia Advertising,+966 138894406,,,,"Khobar North, Al Khobar, Khobar North, Al Khobar, Eastern Province, Saudi Arabia",Khobar North,Eastern Province,Saudi Arabia,Al Fawazia Advertising,,,https://arablocal.com/business/view/al-fawazia-advertising,,,,,
accomodation,Shahen Logistics - Trucking Services Solutions,+966 920012163,,,info@shahen-sa.com,"3273 Anas Bin Malik - Al Sahafah Dist. Unit No 7747 Riyadh 13321 - 8369 Kingdom of Saudi Arabia, Al Sahaffa Dist., Riyadh, Riyadh Province, Saudi Arabia",3273 Anas Bin Malik - Al Sahafah Dist. Unit No 7747 Riyadh 13321 - 8369 Kingdom of Saudi Arabia,Riyadh Province,Saudi Arabia,"Shahen's headquarters is in Saudi Arabia, Riyadh. The platform is made to build an easier route for trucking services customers. At Shahen, we aspire to make a change in the logistic industry. Therefore, we offer a grand variety of trucks to fulfil all logistic needs. There are Traila trucks, Lorry, Six, Dyna and Pickup trucks. Each type of truck naturally serves a purpose. For companies, we offer a business website where employees can order the trucks they need within one account. All online...",https://arablocal.com/,,https://arablocal.com/business/view/shahen-logistics--trucking-services-solutions,https://www.facebook.com/SHAHEN-SA-105402241801913,https://www.instagram.com/shahenapp,https://www.linkedin.com/company/shahen-logistics-truck-hire-riyadh,https://twitter.com/shahenapp,
accomodation,Aknan For Hotel Suites,+966 138945575,,,,"Jawhrah Dist., Al Khobar, Jawhrah Dist., Al Khobar, Eastern Province, Saudi Arabia",Jawhrah Dist.,Eastern Province,Saudi Arabia,Aknan For Hotel Suites,,,https://arablocal.com/business/view/aknan-for-hotel-suites,,,,,
advertising,Al Zahrani Sign Maker,+966 138261403,,,,"Dammam, Dammam, Dammam, Eastern Province, Saudi Arabia",Dammam,Eastern Province,Saudi Arabia,Al Zahrani Sign Maker,,,https://arablocal.com/business/view/al-zahrani-sign-maker,,,,,
accomodation,Executives Elite Hotel,+966 114953311,,,,"Neer Saptco, Aziziyah Dist., Riyadh, Aziziyah Dist., Riyadh, Riyadh Province, Saudi Arabia",Neer Saptco,Riyadh Province,Saudi Arabia,Executives Elite Hotel,http://www.executives-hotel.com/,,https://arablocal.com/business/view/executives-elite-hotel,,,,,
accomodation,Al Amani House For Hotel Suites,+966 112155588,,,,"Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,Al Amani House For Hotel Suites,,,https://arablocal.com/business/view/al-amani-house-for-hotel-suites,,,,,
accounting,Abdul Majeed Mohandes Office,,,,,"Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Rouwais Dist.,Makkah Province,Saudi Arabia,"Abdul Majeed Mohandes Office is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/abdul-majeed-mohandes-office,,,,,
accessory,Alrajhi Establishment For Trading And Marketing,+966 14791626,,,,"Po Box 101 11383 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 101 11383,Riyadh Province,Saudi Arabia,"ALRAJHI EST FOR TRADING & MARKETING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes, Furniture business activities.",,,https://arablocal.com/business/view/alrajhi-establishment-for-trading-and-marketing,,,,,
accounting,Abdul Aziz K Al Mulhem,,,,,"Bareed Dist., Dammam, Eastern Province, Saudi Arabia",Bareed Dist.,Eastern Province,Saudi Arabia,"Abdul Aziz K. Al Mulhem is located in Dammam, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/abdul-aziz-k-al-mulhem,,,,,
accessory,Alnargis Fashion Est Branch,+966 6043130,,,,"P.O. Box: 18365 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18365,Makkah Province,Saudi Arabia,"AL-NARGIS FASHION EST. (BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alnargis-fashion-est-branch,,,,,
accounting,Xact Auditing,,,,info@xactauditing.ae,"evel 14, Boulevard Plaza, Tower One, Sheikh Mohammad Bin Rashid Boulevard, Downtown, Al amal Dist, Al Namas, Asir Province, Saudi Arabia",evel 14,Asir Province,Saudi Arabia,"Xact Auditing is one of the well-known audit firms in Dubai. Xact is an integrated and independent audit firm, specialized in audit services, accounting services, VAT services, excise tax services, and tax advisory services. With exceptional knowledge of the business environment of UAE, our team of professional auditors and accountants share one commitment, to deliver excellence and quality.Our FTA compliant VAT Services in Dubai cover VAT Registration, VAT Return Filing, VAT Voluntary Disclo...",http://www.xactauditing.ae/,,https://arablocal.com/business/view/xact-auditing-of-account,https://www.facebook.com/XactAuditing/,https://instagram.com/xact_auditing/,https://www.linkedin.com/company/xact-auditing-of-accounts/,https://twitter.com/XactAuditing,
accounting,Abdul Aziz Al Muqran Accoutants,,,,,"Bareed Dist., Dammam, Eastern Province, Saudi Arabia",Bareed Dist.,Eastern Province,Saudi Arabia,"Abdul Aziz Al Muqran Accoutants is located in Dammam, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/abdul-aziz-al-muqran-accoutants,,,,,
accessory,Aljalabia Oasis Trading Est,+966 6323222,,,,"P.O. Box: 32530 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 32530,Makkah Province,Saudi Arabia,"AL-JALABIA OASIS TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/aljalabia-oasis-trading-est,,,,,
accomodation,AlFadli for Construction Co.,+966 504628327,+966 126810386,,,"Rabigh, Jeddah, Rabigh, Jeddah, Makkah Province, Saudi Arabia",Rabigh,Makkah Province,Saudi Arabia,Alfadli For Construction Est. Buildings- Villas - Prefab -Swmming Pools,,,https://arablocal.com/business/view/alfadli-for-construction-co,,,,,
accessory,Bait Alsharf Est For Trading,+966 14052734,,,,"P.O. Box: 55971 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 55971,Riyadh Province,Saudi Arabia,"BAIT ALSHARF EST FOR TRADING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/bait-alsharf-est-for-trading,,,,,
accessory,Aymen Exhiibiton For Shoes Branch,+966 6481872,,,,"P.O. Box: 310 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 310,Makkah Province,Saudi Arabia,"AYMEN EXHIIBITON FOR SHOES ( BRANCH ) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/aymen-exhiibiton-for-shoes--branch-,,,,,
accomodation,Bywt Al Atqan Prefab Houses Factory,+966 112148242,,,,"East Ring Road, Riyadh, East Ring Road, Riyadh, Riyadh Province, Saudi Arabia",East Ring Road,Riyadh Province,Saudi Arabia,Bywt Al Atqan Prefab Houses Factory,,,https://arablocal.com/business/view/bywt-al-atqan-prefab-houses-factory,,,,,
advertising,Al-Samyeen Aluminum Est.,+966 138386345,,,,"Khodariyah Dist., Dammam, Khodariyah Dist., Dammam, Eastern Province, Saudi Arabia",Khodariyah Dist.,Eastern Province,Saudi Arabia,Al-Samyeen Aluminum Est.,,,https://arablocal.com/business/view/al-samyeen-aluminum-est,,,,,
advertising,Al Hatlan For Neon And Maintenance,+966 114631399,,,,"Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,Al Hatlan For Neon And Maintenance,,,https://arablocal.com/business/view/al-hatlan-for-neon-and-maintenance,,,,,
accomodation,Akaduniya For Hotel Furnished Suites,+966 138469000,,,,"King Khaled Steet, Jalawia Dist., Dammam, Jalawia Dist., Dammam, Eastern Province, Saudi Arabia",King Khaled Steet,Eastern Province,Saudi Arabia,Akaduniya For Hotel Furnished Suites,,,https://arablocal.com/business/view/akaduniya-for-hotel-furnished-suites,,,,,
accomodation,United Co. For Caravans And Prefab Houses,+966 114641405,,,,"Al Ulaya Street, Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Ulaya Street,Riyadh Province,Saudi Arabia,United Co. For Caravans And Prefab Houses,,,https://arablocal.com/business/view/united-co-for-caravans-and-prefab-houses,,,,,
accounting,BMS Auditing Saudi Arabia,+966 570376076,,,ksa@bmsauditing.com,"Khobar Gate Tower, King Fahd Road, Al Bandariyah, Level 21, Al Khobar, King Fahd Road, Al Khobar, Eastern Province, Saudi Arabia",Khobar Gate Tower,Eastern Province,Saudi Arabia,"BMS Auditing Saudi Arabia is the best Accounting and Audit Firm in Saudi Arabia. Our services include Audit, Accounting, Bookkeeping, VAT and more.",http://www.bmsauditing.com/,570376076,https://arablocal.com/business/view/accounting-and-audit-firm-in-dubai-uae--bms-auditing,https://www.facebook.com/bmsauditing,https://www.instagram.com/bmsauditing/,https://www.linkedin.com/company/bmsaudit/,https://twitter.com/bms_auditing,https://www.youtube.com/bmsauditing
advertising,Masa Technology,+966 966537802,,,,"Prince Abdulaziz Ibn Musaid Ibn Jalawi St Al Murabba Riyadh 12612 riyadh 12612, Al Murab'a Dist., Riyadh, Riyadh Province, Saudi Arabia",Prince Abdulaziz Ibn Musaid Ibn Jalawi St Al Murabba Riyadh 12612 riyadh 12612,Riyadh Province,Saudi Arabia,"Masa Technology is one of the business activities within the Arab Specialized Consulting and Information Technology Company, which was established in 2003 and was characterized by providing pioneering services in the fields of consulting, information technology, media and marketing communication. In light of the company’s great experience, and in view of the tremendous and rapid digital progress that our world is witnessing, and the transformation that the Kingdom of Saudi Arabia is witnessin...",,966537802,https://arablocal.com/business/view/masa-technology,https://www.facebook.com/Masatechsaudi/,,https://www.linkedin.com/company/masa-technology/,https://twitter.com/masatechnology1,
accomodation,Saham Yanbu Housing Units,+966 143981117,,,,"King Abdul Aziz Road, Yenbu, Yanbu, Yenbu, Yanbu, Madinah Province, Saudi Arabia",King Abdul Aziz Road,Madinah Province,Saudi Arabia,Saham Yanbu Housing Units,,,https://arablocal.com/business/view/saham-yanbu-housing-units,,,,,
accessory,Alhibshi Trading Est Branch,+966 6042286,,,,"P.O. Box: 17164 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 17164,Makkah Province,Saudi Arabia,"AL-HIBSHI TRADING EST. (BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alhibshi-trading-est-branch,,,,,
accounting,Abdul Aziz Al Mulhem Certefied Accontant Office,,,,,"Bareed Dist., Dammam, Eastern Province, Saudi Arabia",Bareed Dist.,Eastern Province,Saudi Arabia,"ABDUL AZIZ AL MULHEM CERTEFIED ACCONTANT OFFICE is located in Dammam, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/abdul-aziz-al-mulhem-certefied-accontant-office,,,,,
accounting,Abdul Azeem Zayed Mohd Basheer Office,,,,,"Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Rouwais Dist.,Makkah Province,Saudi Arabia,"Abdul Azeem Zayed Mohd Basheer Office is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/abdul-azeem-zayed-mohd-basheer-office,,,,,
accomodation,Al Janadriyah Co. For Furnished Apartments Riyadh,+966 114625166,,,,"Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,Al Janadriyah Co. For Furnished Apartments Riyadh,,,https://arablocal.com/business/view/al-janadriyah-co-for-furnished-apartments-riyadh,,,,,
accomodation,Salim Hassan Al Shakra Ready Houses Factory,+966 138503228,,,,"Abo Hadryha Road, Dammam, Abo Hadryha Road, Dammam, Eastern Province, Saudi Arabia",Abo Hadryha Road,Eastern Province,Saudi Arabia,Salim Hassan Al Shakra Ready Houses Factory,,,https://arablocal.com/business/view/salim-hassan-al-shakra-ready-houses-factory,,,,,
accounting,Abdul Razzaq Waly Sait,+966 26429326,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"Abdul Razzaq Waly Sait Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/abdul-razzaq-waly-sait,,,,,
accessory,Alkashgary Est Mohammed Rahim Hasan Turkistani Est,+966 6420370,,,,"P.O.Box No : 16241 21464 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O.Box No : 16241 21464,Riyadh Province,Saudi Arabia,"AL-KASHGARY EST. (MOHAMMED RAHIM HASAN TURKISTANI EST.) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes, Bags business activities.",,,https://arablocal.com/business/view/alkashgary-est-mohammed-rahim-hasan-turkistani-est,,,,,
accessory,Ali Al Sanei Est For Trading And Contracting,+966 14011215,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ALI AL SANEI EST FOR TRADING & CONTRACTING is located in Riyadh, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-al-sanei-est-for-trading--and--contracting,,,,,
accessory,Atif Omer Alshahri Est,+966 6723812,,,,"P.O. Box: 51885 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 51885,Makkah Province,Saudi Arabia,"ATIF OMER ALSHAHRI EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/atif-omer-alshahri-est,,,,,
