Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-antasab-trading,,,,,
shopping,Mohammad Khalfan Najim Est,+968 24790729,,,malsabahi@hotmail.com,OCC Ground Floor Office no 62 Ruwi -,Al Seeb,Oman,Mohammad Khalfan Najim Est,,0,1498,,https://oman.arablocal.com/business/view/mohammad-khalfan-najim-est,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/zahrat-al-saosan-trading,,,,,
shopping,Chimanalal Chhtalal Surti Co,+968 24712929,,,surti2005@yahoo.com,Muttrah Al Kubra -,Muscat,Oman,Chimanalal Chhtalal Surti Co,,0,1420,,https://oman.arablocal.com/business/view/chimanalal-chhtalal-surti-co,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/arab-cultural-institute,,,,,
shopping,Mazoon Electricity Ruwi,+968 99370010,,,,- Land : H2/2 -,Ruwi,Oman,Mazoon Electricity Ruwi,,0,1267,,https://oman.arablocal.com/business/view/mazoon-electricity-ruwi,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/the-arabian-institute-for-financial-and-admin-studies-llc,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/khimji-training-institute-llc,,,,,
education,Hawthorn Muscat English Language Centre L L C,+968 24563510,,,language@omantel.net.om,Al Qurum -,Muscat,Oman,Hawthorn Muscat English Language Centre L L C,http://www.hawthornenglish.com,0,2402,,https://oman.arablocal.com/business/view/hawthorn-muscat-english-language-centre-l-l-c,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/rusayl-institute-llc,,,,,
education,National Hospitality Institute,+968 24816313,,,businesscetra@nhioman.com,Al Wadi Al Kabir- near Al Juma Suq Al -,Al Hamriyah,Oman,National Hospitality Institute,http://www.nhioman.com,0,1998,,https://oman.arablocal.com/business/view/national-hospitality-institute,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/rukun-al-yaqeen-skills-developmentllc,,,,,
education,Arabian Training And Safety Co LLC,+968 24504213,+968 25449212,,Info@ats-om.com,Area :,Nizwa,Oman,Arabian Training And Safety Co LLC,,0,3598,,https://oman.arablocal.com/business/view/arabian-training-and-safety-co-llc,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/future-training-institute,,,,,
shopping,Khanjar Middle East LLC,+968 24831299,,,myperfumesoman@gmail.com,Al Khoudh -,Ruwi,Oman,Khanjar Middle East LLC,,0,1229,,https://oman.arablocal.com/business/view/khanjar-middle-east-llc,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-bayan-college-llc,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-qouss-al-akhdar-trading,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/online-learning-platform,,,,,
logistics,Al Seer Group LLC,+968 26892900,,,john.varghese@alseer.com,Area :,Barka,Oman,Al Seer Group LLC,http://www.alseer.com,0,5068,,https://oman.arablocal.com/business/view/al-seer-group-llc,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-areen-golden-projects,,,,,
electronics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/khamis-haikal-trading-centre,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-rumais-training-institute-llc,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/global-logistics-muscat-co-llc,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/online-shopping-ubuy-oman,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/salah-al-mawaly-trade-est,,,,,
shopping,Alsaad International,+968 26868145,,,,Near Al-Miyar Hyper Market Al Musana a -,Al Musanaa,Oman,Alsaad International,,0,1177,,https://oman.arablocal.com/business/view/alsaad-international,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/salalah-shipping-and-marine-services-co,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/tazweed-middle-east-llc,,,,,
education,Oman Medical College Saoc,+968 24504608,,,admissions@omc.edu.om,Near To Muscat Private School Al Busher -,Azaiba,Oman,Oman Medical College Saoc,http://www.omc.edu.om,0,1631,,https://oman.arablocal.com/business/view/oman-medical-college-saoc,,,,,
electronics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/saeed-bin-nasser-al-hashar,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/sinan-heavy-lift-llc,,,,,
education,Tuv Sud Middle East Co LLC,+968 24493451,,,azfar.imdad@tvh.com,Behind Shell Petrol Pump Al Azaiba -,Azaiba,Oman,Tuv Sud Middle East Co LLC,http://www.tuv-sud.ae,0,1637,,https://oman.arablocal.com/business/view/tuv-sud-middle-east-co-llc,,,,,
electronics,Lucky Star Electronics,+968 24832725,,,luckystar9910@gmail.com,Ruwi Suq Ruwi -,Ruwi,Oman,Lucky Star Electronics,,0,2234,,https://oman.arablocal.com/business/view/lucky-star-electronics,,,,,
education,Al Meshan Trading Est,+968 26801555,,,qalhosni@hotmail.com,Next To AL Khaboura Roundabout Al Khaboura -,Jawaharat Al Shatti,Oman,Al Meshan Trading Est,,0,1547,,https://oman.arablocal.com/business/view/al-meshan-trading-est,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/abraj-energy-services-llc,,,,,
electronics,Sharaf D G LLC,+968 22009311,,,faizan.merchant@om.sharafdg.com,"Shop No 38, First Floor Muscat Grand -",Hay Al Mina Jibroo,Oman,Sharaf D G LLC,http://www.sharafdg.com,0,2091,,https://oman.arablocal.com/business/view/sharaf-d-g-llc,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-saada-al-haditha-trading-est,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/arshad-training-services,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/muscat-international-shipping-and-logistics,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/zahrat-al-ahlam-llc,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/majan-college-saog,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/tharawat-sohar-llc,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/rawad-al-tamaiz-investment,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/els-language-center-l-l-c-sohar-branch,,,,,
electronics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-assad-international-united,,,,,
logistics,Sultan Bin Soud Bin Ahmed Al Shidhany Trading,+968 24597165,,,,Opp to New Coco Cola Company -,Al Harthy Complex,Oman,Sultan Bin Soud Bin Ahmed Al Shidhany Trading,http://www.sultan-s.com,0,1933,,https://oman.arablocal.com/business/view/sultan-bin-soud-bin-ahmed-al-shidhany-trading,,,,,
electronics,Al Hashar And Partners Co,+968 24596434,,,ahcgroup@omantel.net.om,Area :,Mazyona,Oman,Al Hashar And Partners Co,http://www.alhashargroup.com,0,1981,,https://oman.arablocal.com/business/view/al-hashar-and-partners-co,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/syed-junaid-alam-and-partners-llc,,,,,
education,Al Ruwi Al Tasneem LLC,,,,hr@alruwialtasneem.com,"Building Bait Al Falaj Street Ruwi Area 1857, Muscat, Oman",Ruwi,Oman,"Al ruwi Al tasneem Group, IS a conglomerate , It has got its roots into Construction, Hospitality, Education, Cement, Oil and gas.",http://www.alruwialtasneem.com,0,1454,,https://oman.arablocal.com/business/view/al-ruwi-al-tasneem-llc,,,,,
electronics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/khamis-haikal-trade-center,,,,,
logistics,Mossa Abdu Al Rahman Hassan And Partners LLC,+968 24701566,,,moosanet@omantel.net.om,Ruwi -,Muscat,Oman,Mossa Abdu Al Rahman Hassan And Partners LLC,http://www.moosagroup.com,0,1916,,https://oman.arablocal.com/business/view/mossa-abdu-al-rahman-hassan-and-partners-llc,,,,,
shopping,Attar Al Mushriq LLC,+968 22049160,,,,Al Suq Muttrah Al Kubra -,Ruwi,Oman,Attar Al Mushriq LLC,,0,1060,,https://oman.arablocal.com/business/view/attar-al-mushriq-llc,,,,,
electronics,Huawei Tech Investment Oman LLC,+968 24170200,,,,"Oman Oasis, Oman -",Al Azaiba,Oman,Huawei Tech Investment Oman LLC,,0,1885,,https://oman.arablocal.com/business/view/huawei-tech-investment-oman-llc,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/shaza-jehad-trade-ent,,,,,
electronics,Bahwan Electronic Co LLC,+968 24650203,,,ceg@suhailbahwangroup.com,Al Rawdha Bldg Ruwi -,Muscat,Oman,Bahwan Electronic Co LLC,http://www.suhailbahwangroup.com,0,1868,,https://oman.arablocal.com/business/view/bahwan-electronic-co-llc,,,,,
logistics,Sharaf Logistics LLC,+968 24789471,,,info@sharafoman.com,Ruwi -,Hay Al Mina Jibroo,Oman,Sharaf Logistics LLC,http://www.sharafshipping.com,0,1907,,https://oman.arablocal.com/business/view/sharaf-logistics-llc,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/matrah-cold-stores-l-l-c,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/telal-shoping-llc,,,,,
electronics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/muscat-electronic-co-llc-jibroo,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/seih-al-maleh-trading,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/seagull-logistic-services-llc,,,,,
electronics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/star-life-llc-muscat-branch,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/interior-services-logistics-llc,,,,,
shopping,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/fraish-international-united-centre-llc,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/information-dynamics-llc,,,,,
electronics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/mohsin-haider-darwish-co-dhofar,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/millennium-shipping-services-llc,,,,,
electronics,Windows Of Tomorrow,+968 96991355,,,alrawahi@wot-oman.com,Area :,Muscat,Oman,Windows Of Tomorrow,,0,1655,,https://oman.arablocal.com/business/view/windows-of-tomorrow,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/marafi,,,,,
logistics,Pentagon Freight Services Oman LLC,+968 25449070,+968 24613266,+968 24613288,pentagon@pfsoman.com,Area :,Nizwa,Oman,Pentagon Freight Services Oman LLC,,0,1623,,https://oman.arablocal.com/business/view/pentagon-freight-services-oman-llc,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/abu-alyasa-al-rawahi-est,,,,,
logistics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/ben-qatan-logistics-company,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-omani-institute-vocational-trading,,,,,
shopping,Ardh Al Saeed International Projects,+968 24780055,,,adhalsaeed@gmail.com,OCC Center Building Firest Fl Ruwi -,Al Hamriyah,Oman,Ardh Al Saeed International Projects,,0,961,,https://oman.arablocal.com/business/view/ardh-al-saeed-international-projects,,,,,
shopping,Khalid Bin Hamed Abdullah Trade,+968 25543944,,,,Old Suq Sur -,Sur,Oman,Khalid Bin Hamed Abdullah Trade,,0,952,,https://oman.arablocal.com/business/view/khalid-bin-hamed-abdullah-trade,,,,,
electronics,Al Rawad Al Dhahabia Trading LLC,+968 23292386,,,,Hamdan Plaza Dhofar -,Salalah,Oman,Al Rawad Al Dhahabia Trading LLC,,0,1472,,https://oman.arablocal.com/business/view/al-rawad-al-dhahabia-trading-llc,,,,,
electronics,Dar Al Shahama Modern Trading,+968 24391548,,,info@daralshahama.com,Al Mabela Al Maabela -,Al Khuwiar,Oman,Dar Al Shahama Modern Trading,,,1481,,https://oman.arablocal.com/business/view/dar-al-shahama-modern-trading,,,,,
logistics,Truck Oman,+968 24565248,,,gms@truckoman.com,Behind Sultan center Al Qurum -,Mina Al Fahal,Oman,,http://www.truckoman.com,0,1532,,https://oman.arablocal.com/business/view/truck-oman,,,,,
logistics,Al Kahlul International LLC,+968 24482774,,,kahlul@omantel.net.om,Near To Zakir Mall Al Khuwair -,Azaiba,Oman,Al Kahlul International LLC,http://www.alkahlul.com,0,1444,,https://oman.arablocal.com/business/view/al-kahlul-international-llc,,,,,
electronics,Khalifa Sulaiman Hamaid Al Hamrashdi Trade,+968 26876247,,,,AL Alaya Al Rustaq -,Al Rustaq,Oman,Khalifa Sulaiman Hamaid Al Hamrashdi Trade,,,1453,,https://oman.arablocal.com/business/view/khalifa-sulaiman-hamaid-al-hamrashdi-trade,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/muscat-college-llc,,,,,
education,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-mandhir-al-jabaliya-l-l-c,,,,,
electronics,Marheba,+968 96939369,,,marhebaoman@gmail.com,Area :,Jibroo,Oman,"Marheba is an e commerce website one of very few websites in Oman . We deal in consumer electronics , Watches , Perfumes , Gaming , And many Home appliances .Currently our catalogue is mainly in Mobiles watches perfumes and other consumer electronics like speakers memory cards laptops and many other . Our site was launched this February but domain was bought six months before . We sell our products all over Oman without any shipping problems .",http://marheba.com/,0,1392,,https://oman.arablocal.com/business/view/marheba,,https://www.instagram.com/marhebaomanoman/,,https://twitter.com/Marheba1,
